0.239928 0.625
0.25 0.634026
0.213558 0.59375
0.21875 0.601276
0.199962 0.5625
0.213558 0.59375
0.21875 0.601276
0.239928 0.625
0.19971 0.53125
0.199962 0.5625
0.209527 0.5
0.19971 0.53125
0.428062 0.75
0.4375 0.755829
0.4375 0.755829
0.46875 0.774571
0.481274 0.78125
0.5 0.79055
0.46875 0.774571
0.481274 0.78125
0.280265 0.65625
0.28125 0.656936
0.25 0.634026
0.280265 0.65625
0.28125 0.656936
0.3125 0.677194
0.328714 0.6875
0.34375 0.697019
0.34375 0.697019
0.375 0.716727
0.3125 0.677194
0.328714 0.6875
0.378214 0.71875
0.40625 0.736375
0.375 0.716727
0.378214 0.71875
0.40625 0.736375
0.428062 0.75
0.21875 0.481588
0.209527 0.5
0.225601 0.46875
0.21875 0.481588
0.244157 0.4375
0.225601 0.46875
0.25 0.428068
0.244157 0.4375
0.263626 0.40625
0.25 0.428068
0.28125 0.378209
0.263626 0.40625
0.283271 0.375
0.28125 0.378209
0.303034 0.34375
0.283271 0.375
0.3125 0.328893
0.303034 0.34375
0.32304 0.3125
0.3125 0.328893
0.343572 0.28125
0.32304 0.3125
0.34375 0.280997
0.343572 0.28125
0.36701 0.25
0.34375 0.280997
0.375 0.240821
0.36701 0.25
0.39826 0.21875
0.375 0.240821
0.40625 0.212758
0.39826 0.21875
0.4375 0.198826
0.40625 0.212758
0.46875 0.198455
0.4375 0.198826
0.5 0.209118
0.46875 0.198455
0.5 0.79055
0.53125 0.801487
0.53125 0.801487
0.5625 0.80148
0.5625 0.80148
0.59375 0.787652
0.59375 0.787652
0.602466 0.78125
0.602466 0.78125
0.625 0.760265
0.625 0.760265
0.633939 0.75
0.633939 0.75
0.65625 0.719675
0.65625 0.719675
0.6569 0.71875
0.6569 0.71875
0.677207 0.6875
0.677207 0.6875
0.6875 0.671299
0.6875 0.671299
0.697018 0.65625
0.697018 0.65625
0.716718 0.625
0.716718 0.625
0.71875 0.621766
0.71875 0.621766
0.736308 0.59375
0.736308 0.59375
0.75 0.571713
0.75 0.571713
0.755629 0.5625
0.755629 0.5625
0.773877 0.53125
0.773877 0.53125
0.78125 0.516873
0.78125 0.516873
0.789216 0.5
0.59375 0.263622
0.571944 0.25
0.625 0.283271
0.621789 0.28125
0.621789 0.28125
0.59375 0.263622
0.6875 0.322834
0.671272 0.3125
0.65625 0.302983
0.625 0.283271
0.671272 0.3125
0.65625 0.302983
0.71875 0.343049
0.6875 0.322834
0.75 0.365765
0.71977 0.34375
0.71977 0.34375
0.71875 0.343049
0.53125 0.225458
0.518861 0.21875
0.518861 0.21875
0.5 0.209118
0.5625 0.244144
0.53125 0.225458
0.571944 0.25
0.5625 0.244144
0.789216 0.5
0.79949 0.46875
0.79949 0.46875
0.798775 0.4375
0.78125 0.397791
0.760716 0.375
0.798775 0.4375
0.787157 0.40625
0.787157 0.40625
0.78125 0.397791
0.760716 0.375
0.75 0.365765
